lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
NS00155,1.0,0.77,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0.7,0.49,1,1.0,0.6,1.0
NS00156,0,0,1,1.0,1.0,0.88,1,1.0,1.0,0.17,1,1.0,0.7,0.25,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.4,1.0
NS00157,0.7,0.81,1,0.5,1.0,0,1,1.0,0.7,0,1,1.0,1.0,0.86,1,1.0,0,0.74,1,0.5,0.7,0.85,1,1.0,0.2,0
NS00158,0.7,0.86,1,1.0,1.0,0,1,1.0,0.7,0.99,1,1.0,1.0,0.84,1,1.0,0.7,1,1,1.0,0,0.97,1,0.5,0.4,0.67
NS00159,0.7,0.98,1,0.5,0,0.83,1,0.5,0.7,0.53,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0.97,1,1.0,0.6,0.67
NS00160,1.0,0.95,1,1.0,0.7,0,1,1.0,1.0,0.97,1,0.5,0,0,1,1.0,1.0,0.74,1,1.0,0.7,0.54,1,1.0,0.4,0.67
NS00161,0.7,1,1,1.0,1.0,0.96,1,1.0,0.7,0,1,1.0,0,0.67,1,1.0,1.0,0.53,1,1.0,1.0,0.99,1,1.0,0.8,0.67
NS00162,0.7,0.93,1,1.0,0.7,0,1,1.0,0.7,1,1,1.0,0,0.9,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.6,1.0
NS00163,1.0,1,1,1.0,0.7,0,1,1.0,1.0,1,1,1.0,0.7,0,1,1.0,1.0,0.9,1,1.0,0.7,1,1,1.0,0.4,1.0
NS00164,1.0,0.96,0,1.0,0.7,1,1,1.0,1.0,0.9,1,1.0,0.7,0.24,1,0.5,0.7,0,1,1.0,1.0,0,1,1.0,0.8,0.67
NS00165,0.7,0.71,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,1.0,0.97,1,1.0,0,0.74,1,1.0,0.7,1,1,1.0,0.8,1.0
NS00166,0.7,0.99,1,1.0,0.7,0.98,1,0.5,1.0,0.61,1,1.0,0.7,0.96,0,1.0,0.7,1,1,1.0,0,0,1,0.5,0.6,1.0
NS00167,1.0,0.68,1,0.5,0,0,1,1.0,1.0,0.71,1,1.0,0,0.44,1,0.5,0.7,0.18,1,1.0,0,0,1,1.0,0.8,1.0
NS00168,0,0.5,1,1.0,0.7,1,1,1.0,0.7,0.1,1,1.0,0.7,0.75,1,1.0,1.0,0.99,1,1.0,0,0.76,1,0.5,0.4,1.0
NS00169,0.7,0.5,1,1.0,1.0,0,1,0.5,0.7,0.26,1,0.5,1.0,0.98,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.8,1.0
NS00170,0,0,1,1.0,1.0,0,1,1.0,1.0,1.0,1,0.5,1.0,0.84,1,0.5,0.7,0.9,1,1.0,0.7,0.41,1,1.0,0.2,0.67
NS00171,1.0,1,1,1.0,0.7,0.71,1,1.0,1.0,0.07,1,1.0,1.0,0.9,1,1.0,0.7,0.7,1,1.0,1.0,0.46,1,1.0,0.4,1.0
NS00172,1.0,1,1,1.0,0.7,0,1,1.0,1.0,0.53,1,1.0,1.0,0,1,1.0,0,0,1,0.5,1.0,0,1,1.0,0.6,0.67
NS00173,1.0,0.86,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0.56,1,1.0,1.0,0.94,1,1.0,0,0,1,1.0,0.6,1.0
NS00174,1.0,0.28,1,1.0,0.7,0.55,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.7,0.69,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00175,0.7,0.84,1,1.0,0.7,0,1,1.0,0.7,0.23,1,1.0,1.0,0.46,1,1.0,0.7,1.0,1,1.0,0.7,1.0,1,1.0,0.4,1.0
NS00176,0.7,0.93,1,1.0,1.0,0.43,1,0.5,0.7,0.86,1,1.0,0.7,0.76,1,1.0,0,0,1,1.0,1.0,0.53,1,1.0,0.4,0.67
NS00177,0.7,0.67,1,1.0,0.7,0.76,1,0.5,1.0,0,1,1.0,0,0,1,0.5,1.0,1.0,1,1.0,0.7,0.23,1,1.0,0.4,0
NS00178,1.0,0.42,1,1.0,0.7,0.35,1,1.0,0.7,0,1,0.5,1.0,0.92,1,1.0,0,0.81,1,0.5,0.7,1,1,1.0,0.8,0.67
NS00179,1.0,0,1,1.0,0.7,0.48,1,1.0,0.7,0,1,1.0,0,0.33,1,1.0,0,0.99,1,1.0,0.7,0,1,1.0,0.4,1.0
NS00180,0.7,0,1,1.0,0.7,0.35,1,0.5,0.7,0.88,1,0.5,0,0,1,1.0,1.0,0.78,1,1.0,1.0,0.33,1,1.0,0.4,0
NS00181,0.7,0,1,0.5,0.7,0.99,1,1.0,1.0,0.9,1,0.5,0,0,1,1.0,0,0.63,1,1.0,0.7,0.98,1,0.5,0.6,1.0
NS00182,0,0.27,0,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,0.34,1,1.0,1.0,0.31,1,1.0,1.0,0.37,1,1.0,0.4,1.0
NS00183,0.7,1,1,1.0,0,0,1,1.0,0.7,0.89,1,1.0,1.0,0.88,1,1.0,0.7,0.08,1,1.0,0.7,1,1,1.0,0.2,1.0
NS00184,0.7,0,1,1.0,0.7,0.0,1,1.0,0.7,1,1,1.0,1.0,0.66,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0.8,0.67
NS00185,1.0,0,1,1.0,0.7,0.78,1,1.0,1.0,0,1,1.0,1.0,0.62,1,1.0,0,1,1,1.0,0,0,1,0.5,0.6,1.0
NS00186,1.0,0.92,1,1.0,1.0,0.29,0,1.0,0,0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.6,1.0
NS00187,1.0,0.27,1,1.0,0.7,0.84,1,1.0,1.0,1,1,1.0,0,0,1,1.0,1.0,0.6,1,0.5,1.0,0,1,1.0,0.4,0
NS00188,0.7,0.89,1,1.0,0,0,1,1.0,0,1.0,1,1.0,0,0,1,1.0,0.7,1,1,1.0,0.7,0.41,1,1.0,0.6,0.67
NS00189,0.7,0.73,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.26,1,1.0,0,0,1,1.0,0.6,1.0
NS00190,0,0.97,0,1.0,0,0,1,1.0,1.0,0.68,1,1.0,0,0,1,1.0,0,0.48,1,1.0,0,0,0,1.0,0.4,1.0
NS00191,1.0,1,1,1.0,1.0,0,1,1.0,0,0.39,1,1.0,0.7,0.48,1,1.0,1.0,1,1,1.0,0,0.77,1,1.0,0.2,0.33
NS00192,0.7,0,1,1.0,1.0,0.99,0,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0.99,0,0.5,0.4,0.33
NS00193,1.0,0.86,1,1.0,0.7,0.64,1,1.0,0.7,0.87,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0,0.39,0,1.0,0.6,1.0
NS00194,1.0,0.74,1,1.0,1.0,0.63,1,1.0,1.0,1,1,1.0,1.0,0.95,0,1.0,1.0,1.0,1,1.0,0,0,0,1.0,0.4,1.0
NS00195,1.0,0.68,1,1.0,0,0.01,1,1.0,0.7,0,1,1.0,1.0,0.77,0,1.0,0.7,0.97,1,1.0,1.0,1,1,0.5,0.4,1.0
NS00196,0.7,0.26,1,1.0,1.0,0.22,1,1.0,0.7,0,1,1.0,1.0,1,1,1.0,0.7,0,1,1.0,0.7,0.59,1,1.0,0.2,1.0
NS00197,1.0,0,1,1.0,0.7,0.54,1,1.0,0.7,0.33,1,1.0,1.0,0.97,1,1.0,1.0,0.9,1,1.0,1.0,1.0,1,1.0,0.8,1.0
NS00198,0.7,0,1,1.0,1.0,0.87,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0,1,1.0,1.0,1,1,1.0,0.6,1.0
NS00199,0.7,1,1,1.0,0,0,1,1.0,1.0,0.71,1,1.0,0,0,1,1.0,0.7,1,1,1.0,1.0,0.36,1,1.0,0.8,0
NS00200,1.0,0.97,1,1.0,0.7,0,1,1.0,1.0,1,0,1.0,0,0,1,1.0,0.7,0.58,1,1.0,0.7,0.85,1,0.5,1.0,1.0
NS00201,0.7,0.92,1,1.0,0.7,0.84,1,1.0,1.0,0,1,1.0,0.7,0.5,1,1.0,1.0,1,1,1.0,0.7,0.78,1,1.0,0.2,1.0
NS00202,0.7,0.58,1,1.0,1.0,0,1,0.5,1.0,0,1,1.0,0.7,0.71,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.6,0.67
NS00203,0,0,0,1.0,0,0.34,1,1.0,0,0.09,1,1.0,0,0,0,1.0,1.0,0.46,1,1.0,1.0,0.75,1,1.0,0.4,1.0
NS00204,0,0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.7,1,1,1.0,0,0,1,0.5,0.4,1.0
NS00205,0.7,0.98,1,0.5,0.7,1,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,0.7,1,0,1.0,0.6,1.0
NS00206,1.0,0,1,0.5,0.7,0.88,1,1.0,0,0,1,1.0,1.0,1.0,1,1.0,0.7,0.74,1,1.0,1.0,0,0,1.0,0.6,1.0
NS00207,1.0,0.47,1,1.0,0,0,1,1.0,1.0,1,1,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.79,1,1.0,0.6,1.0
NS00208,0.7,0.86,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,1,1,1.0,0.7,0.52,1,0.5,0.2,1.0
NS00209,0,0.1,0,0.5,0.7,0.95,1,1.0,0,0,1,1.0,0,0.85,1,1.0,0.7,0,1,1.0,0.7,0.54,1,0.5,0.4,1.0
NS00210,0.7,0,1,1.0,0.7,0,1,1.0,0.7,0.06,1,1.0,0.7,1,1,1.0,1.0,0.92,1,1.0,0.7,1,1,1.0,0.6,1.0
NS00211,0.7,0.6,1,1.0,0.7,1,1,1.0,0.7,0,1,1.0,0,0,1,0.5,0,0.72,0,0.5,0,0,1,1.0,0.4,0.67
NS00212,0.7,0.18,1,1.0,0.7,0,1,1.0,0.7,0.74,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0,0,1,0.5,0.6,1.0
NS00213,1.0,0.83,1,1.0,0.7,1,1,0.5,1.0,0.89,1,1.0,0.7,0,1,1.0,0.7,0.87,1,1.0,0,0.96,1,1.0,0.2,1.0
NS00214,1.0,1,1,1.0,0.7,0.87,1,1.0,0.7,0.92,1,1.0,0.7,1,1,1.0,1.0,0.47,1,0.5,1.0,0.6,1,1.0,0.6,1.0
NS00215,0,0,0,1.0,0.7,0.51,1,1.0,1.0,0.78,1,1.0,0,0,1,1.0,1.0,0.99,1,1.0,0.7,0.98,1,1.0,0.6,1.0
NS00216,1.0,0,1,1.0,1.0,0.91,1,1.0,0.7,0.91,1,1.0,1.0,0.53,1,1.0,0.7,0,1,1.0,0.7,0,0,1.0,0.6,1.0
NS00217,0,0,1,1.0,0,0,1,1.0,1.0,0.43,1,1.0,1.0,1,1,0.5,1.0,0,1,1.0,1.0,0,1,1.0,0.6,0.67
NS00218,1.0,0.12,1,1.0,1.0,0.93,1,1.0,0,0,0,0.5,1.0,0.48,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.6,1.0
NS00219,1.0,0.89,1,1.0,0,0.71,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,0.7,0.86,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00220,0.7,0.99,1,1.0,1.0,0,1,0.5,1.0,1.0,1,1.0,0,0,0,1.0,0,0.74,1,1.0,1.0,0.25,1,1.0,0.2,1.0
NS00221,0,0,1,1.0,1.0,0.86,1,1.0,0,0,1,1.0,0.7,0,1,1.0,1.0,0,1,0.5,0.7,1,1,1.0,0.6,1.0
NS00222,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0.27,1,1.0,1.0,1.0,1,1.0,0,0.64,1,1.0,0,0,0,1.0,0.6,1.0
NS00223,0,0.57,1,1.0,0.7,0.98,1,1.0,0,0,0,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00224,0.7,0,1,1.0,1.0,0.99,1,1.0,1.0,1,1,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.91,1,1.0,0.6,0
NS00225,0.7,0.85,1,1.0,0.7,0,0,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0,0.06,1,0.5,0.6,1.0
NS00226,0.7,1.0,1,1.0,1.0,0.79,1,1.0,0.7,0.81,1,1.0,0,0,1,1.0,0.7,0.68,0,1.0,1.0,0.98,1,1.0,0.4,1.0
NS00227,0.7,1,1,0.5,1.0,0.99,1,1.0,1.0,0,1,1.0,1.0,0.84,1,1.0,0.7,0,1,0.5,0.7,0.47,1,1.0,0.4,1.0
NS00228,0.7,1,1,1.0,1.0,1,1,1.0,0.7,0.12,1,0.5,0.7,0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00229,1.0,0.11,1,1.0,0,0.86,1,0.5,0.7,1,0,1.0,0.7,0,1,0.5,0.7,1,0,1.0,0.7,0.53,1,0.5,0.6,0.33
NS00230,0,0,1,1.0,0.7,0.66,1,1.0,0,0,1,1.0,0,0,1,1.0,1.0,0.79,1,1.0,0.7,0.91,1,0.5,0.4,0.67
NS00231,0.7,1,1,1.0,0.7,1,1,1.0,1.0,0.88,1,1.0,1.0,0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.2,1.0
NS00232,0,0,1,1.0,0.7,0.93,1,1.0,1.0,0,0,1.0,0.7,0.58,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.4,1.0
NS00233,0.7,0,1,1.0,0.7,0.81,1,1.0,1.0,0.09,1,0.5,0.7,0,1,1.0,0,0.95,1,1.0,0,0,1,1.0,0.8,1.0
NS00234,0,0.29,1,1.0,0.7,1,1,1.0,1.0,0.31,1,1.0,0,0,1,1.0,1.0,1,0,1.0,0,0,1,1.0,0.6,1.0
NS00235,0.7,0.71,1,1.0,0.7,0,1,1.0,1.0,1,1,0.5,0.7,0,1,1.0,0,0.93,1,1.0,0,0.22,1,1.0,0.4,1.0
NS00236,0.7,0,1,1.0,1.0,0.91,1,1.0,0,0,1,0.5,1.0,0.96,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0.4,1.0
NS00237,0.7,0.94,1,1.0,1.0,0.22,1,0.5,0.7,0,1,1.0,1.0,0.39,1,0.5,0.7,0,1,1.0,0,0,1,1.0,0.8,0
NS00238,0.7,0.38,1,0.5,1.0,0.52,1,1.0,1.0,0.99,1,1.0,1.0,0,1,1.0,0.7,0.14,1,1.0,0.7,0.9,1,1.0,0.4,0.67
NS00239,0,0.89,1,1.0,0.7,0,1,1.0,0,0,1,0.5,0.7,1,1,1.0,0,0.51,1,1.0,1.0,0.82,1,1.0,0.2,1.0
NS00240,1.0,0.64,0,0.5,0.7,1,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0,0.42,1,0.5,0.7,0.94,1,0.5,0.4,0.33
NS00241,1.0,0,1,1.0,0,0,0,1.0,0,0.86,1,1.0,0.7,0.45,1,1.0,0.7,0.99,1,1.0,1.0,0.56,1,1.0,0.4,0.67
NS00242,0.7,0.06,1,1.0,0,0.39,1,1.0,1.0,0,1,1.0,0.7,1.0,1,1.0,0.7,0,1,1.0,1.0,0.68,1,1.0,0.4,1.0
NS00243,1.0,0.53,1,1.0,0,0,1,0.5,1.0,0.47,1,0.5,0.7,0,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00244,1.0,1,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0,1,0.5,0,0,1,0.5,0.7,0.8,1,1.0,0.4,1.0
NS00245,0,0.73,1,0.5,0,0,1,1.0,0.7,0.43,1,1.0,0.7,0,1,1.0,0,0,1,0.5,1.0,0.16,1,0.5,0.4,0.67
NS00246,1.0,0.87,1,1.0,0.7,1.0,1,1.0,0.7,0,1,0.5,0.7,0.68,1,1.0,1.0,0.65,1,1.0,1.0,0.23,1,1.0,0.4,1.0
NS00247,0.7,0.84,1,1.0,1.0,0.7,1,1.0,0,0,1,1.0,1.0,1.0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.6,1.0
NS00248,0.7,0.46,1,1.0,1.0,0.75,1,1.0,1.0,1,1,1.0,0.7,0.98,1,1.0,0.7,0,1,1.0,0.7,0.51,1,1.0,0.6,1.0
NS00249,0.7,1,1,1.0,1.0,0.4,1,1.0,0,0,1,1.0,0.7,0.68,1,1.0,1.0,1.0,1,1.0,1.0,0.87,1,0.5,0.4,0.67
NS00250,1.0,0,1,1.0,0,0.85,1,1.0,0,0,1,1.0,0.7,0.65,0,1.0,0,0,1,1.0,0,0,1,1.0,0.6,1.0
NS00251,0,0,1,1.0,1.0,0.7,1,1.0,0.7,0.66,1,0.5,0,0,1,1.0,0.7,0.64,1,1.0,0.7,0.16,1,1.0,0.6,1.0
NS00252,1.0,0,1,1.0,0,0,0,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,0.6,1,1.0,1.0,0,1,1.0,0.8,1.0
NS00253,0.7,1,1,1.0,0,0,1,1.0,0.7,0,1,0.5,0.7,0,1,1.0,1.0,0,1,1.0,1.0,1,1,0.5,0.4,1.0
NS00254,0,0.16,1,1.0,0,0,1,1.0,0.7,0.99,1,1.0,0.7,0,1,1.0,1.0,1,1,1.0,1.0,0.64,1,1.0,0.4,1.0
NS00255,1.0,0,1,1.0,0.7,1,1,1.0,1.0,0.84,1,1.0,0.7,1,1,1.0,1.0,0,1,0.5,1.0,0.09,1,1.0,0.4,1.0
NS00256,0.7,0,1,1.0,1.0,0,1,1.0,1.0,0.33,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,0,1.0,0.8,0.67
NS00257,1.0,0.83,0,0.5,0.7,0.79,0,1.0,0,0.99,1,1.0,0.7,1.0,1,0.5,0.7,0,1,1.0,1.0,1,1,1.0,0.4,0.67
NS00258,0.7,1,1,1.0,1.0,0.87,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0.9,1,1.0,0.7,0,1,1.0,0.6,1.0
NS00259,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0.97,1,1.0,0.7,0.97,1,1.0,1.0,0.98,1,1.0,0,0.77,1,0.5,0.4,1.0
NS00260,0.7,0,1,1.0,1.0,0.64,1,0.5,1.0,0.67,1,1.0,1.0,1,1,1.0,0.7,0.9,1,0.5,1.0,0,1,0.5,0.6,1.0
NS00261,0,0,1,0.5,0.7,0.74,1,1.0,1.0,0.73,1,1.0,1.0,0.93,0,1.0,1.0,1.0,1,1.0,1.0,0.75,1,1.0,0.6,0
NS00262,0.7,0.49,1,1.0,0,1.0,1,1.0,0,0.96,1,0.5,0,0,0,1.0,0,0.63,1,1.0,0,0,1,0.5,0.4,1.0
NS00263,0.7,0.93,1,1.0,0.7,1.0,1,1.0,1.0,0.95,1,1.0,0.7,0.93,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.4,1.0
NS00264,0.7,0,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.7,0.91,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00265,1.0,0.91,1,0.5,1.0,0.91,1,1.0,0,0,1,1.0,0.7,0,1,0.5,1.0,1,0,1.0,0.7,0.85,1,1.0,0.4,0
NS00266,0,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0.7,0.94,1,1.0,0.7,0.93,1,1.0,0.7,0.97,1,0.5,0.8,0
NS00267,0,1,1,1.0,1.0,0.41,1,1.0,0,0,1,1.0,0.7,0.85,1,1.0,1.0,1.0,1,1.0,0.7,1,1,1.0,0.72,0
NS00268,1.0,0.84,1,1.0,1.0,0,1,1.0,0.7,0.96,1,1.0,0,0,1,1.0,1.0,0.27,1,1.0,0.7,0,1,1.0,0.6,1.0
NS00269,1.0,0,1,1.0,0.7,0,1,1.0,1.0,1.0,1,1.0,0.7,0.25,1,1.0,0.7,0.97,1,1.0,0.7,0.98,1,1.0,0.6,1.0
NS00270,0,1,1,0.5,0.7,0.67,1,0.5,0.7,0.91,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.7,0.1,1,0.5,0.6,1.0
NS00271,1.0,0,1,0.5,0.7,0.6,1,1.0,1.0,0.99,1,1.0,1.0,0.67,1,1.0,1.0,0.5,1,0.5,0.7,0.44,1,0.5,0.4,1.0
NS00272,0,0.41,1,1.0,1.0,0.46,1,1.0,1.0,0.86,1,1.0,1.0,0.27,1,1.0,1.0,1.0,1,1.0,1.0,0,1,1.0,0.6,0
NS00273,1.0,0,1,0.5,1.0,0,1,1.0,0.7,0,1,1.0,1.0,0.62,1,1.0,0.7,0.7,1,1.0,0,0.5,1,1.0,0.6,1.0
NS00274,0.7,0,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0,0.91,1,1.0,0,0.55,1,1.0,1.0,0,1,1.0,0.8,1.0
NS00275,1.0,0.69,1,0.5,1.0,0,1,1.0,0,0,1,1.0,0.7,0.17,1,1.0,1.0,1,1,1.0,0.7,0.75,1,1.0,0.4,0.67
NS00276,0.7,1,1,1.0,0.7,0.35,1,1.0,1.0,0.92,1,0.5,0,0,1,1.0,1.0,0.96,1,1.0,0,0,1,1.0,0.4,0.67
NS00277,0,0,1,1.0,1.0,0.53,1,1.0,1.0,0.38,0,1.0,1.0,0.97,1,1.0,0.7,1,1,1.0,1.0,0,1,1.0,0.4,1.0
NS00278,0,0,1,1.0,1.0,0.14,0,1.0,0.7,0,1,1.0,1.0,1,1,1.0,0,0,1,1.0,0,0.81,1,1.0,0.6,1.0
NS00279,1.0,0,1,1.0,0,0.49,1,1.0,1.0,0.65,1,1.0,1.0,0.82,1,1.0,1.0,0.9,1,1.0,0,0.99,1,1.0,0.6,0
NS00280,1.0,0.09,1,1.0,0.7,0.52,1,1.0,0.7,1.0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,1.0,1.0
NS00281,1.0,0.48,1,1.0,0.7,0.71,1,1.0,1.0,0,1,1.0,1.0,0.73,0,1.0,0.7,0,1,0.5,0,0,1,1.0,0.8,0
NS00282,0.7,0.5,1,1.0,0.7,0.71,1,0.5,1.0,0.93,1,0.5,1.0,0,1,1.0,0,0.69,1,1.0,1.0,0,1,1.0,0.6,1.0
NS00283,1.0,1,1,1.0,0,0.29,0,1.0,0.7,0,1,1.0,1.0,1.0,1,1.0,1.0,0.67,1,1.0,0.7,0.2,1,1.0,0.6,0.67
NS00284,0.7,0.27,1,1.0,0.7,0.41,1,1.0,0,0.92,1,1.0,0,0.59,1,0.5,1.0,0.98,1,0.5,1.0,0.68,1,1.0,0.4,1.0
NS00285,0.7,0.09,1,1.0,1.0,0,1,1.0,0,0,1,1.0,1.0,0.61,1,0.5,0,0,1,1.0,1.0,0,1,1.0,0.6,0.67
NS00286,0,0,1,1.0,0.7,0,1,1.0,1.0,0.93,1,1.0,0.7,0.97,1,0.5,0.7,1,1,1.0,0,0,1,1.0,0.4,1.0
NS00287,0.7,0.95,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,0.95,1,1.0,0.7,0.61,1,1.0,0,0.84,1,1.0,0.6,1.0
NS00288,0,0,1,1.0,1.0,0,1,1.0,1.0,1.0,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.7,0.83,1,0.5,0.4,1.0
NS00289,0,0,1,1.0,0.7,0.56,1,1.0,1.0,0.77,1,1.0,1.0,1,1,1.0,0.7,0.98,1,1.0,1.0,0.95,1,1.0,0.4,1.0
NS00290,0,0,1,1.0,0.7,0.97,1,1.0,0.7,0.43,1,1.0,1.0,0.93,1,1.0,0,0,1,1.0,1.0,0.02,1,0.5,0.2,1.0
NS00291,1.0,1,1,1.0,0.7,1,0,1.0,0.7,0.57,1,1.0,1.0,0.89,1,1.0,0,0,1,0.5,0,0,1,1.0,0.4,1.0
NS00292,0,0,1,1.0,1.0,0.53,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.7,0.39,1,1.0,1.0,0.82,1,1.0,0.4,1.0
NS00293,0,1,1,0.5,0,0,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0,0,1,0.5,1.0,0.88,1,1.0,0.6,1.0
NS00294,1.0,0.42,1,1.0,0.7,0,1,1.0,0.7,1,0,1.0,0.7,0.02,1,1.0,0.7,0.46,1,1.0,0.7,0.89,1,0.5,0.8,1.0
NS00295,0,0,1,1.0,1.0,1,0,1.0,1.0,1,1,1.0,1.0,0.79,1,0.5,1.0,0.59,1,1.0,0.7,0.89,1,1.0,0.6,1.0
NS00296,1.0,0,1,1.0,0.7,0.52,1,1.0,0,0,1,1.0,0,0,1,1.0,1.0,0,1,0.5,1.0,1,1,1.0,0.2,1.0
NS00297,0.7,0.84,0,0.5,0.7,0.84,1,1.0,0,0,0,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.97,1,1.0,0.4,0.67
NS00298,0,0,1,1.0,1.0,0.86,0,1.0,0.7,1,1,0.5,0.7,0.74,1,1.0,0,0,1,1.0,0,0,1,1.0,0.4,0.67
NS00299,0.7,0.2,1,0.5,0.7,0,1,1.0,1.0,1,1,1.0,1.0,0.83,1,1.0,1.0,0.15,1,1.0,0.7,0.25,1,1.0,0.4,1.0
NS00300,0.7,0.09,1,1.0,0,0.99,1,0.5,0.7,0.85,1,1.0,0.7,1,1,1.0,0.7,0.55,0,1.0,0.7,0,1,1.0,0.6,1.0
NS00301,1.0,0,1,1.0,0.7,0.87,1,0.5,0.7,0,1,1.0,0.7,0,1,1.0,0,0.75,1,1.0,1.0,0,1,1.0,0.6,1.0
NS00302,1.0,0.6,1,1.0,0.7,1,1,1.0,0,0,1,0.5,0.7,0.86,1,1.0,0,0.83,1,1.0,1.0,1.0,1,0.5,0.6,1.0
NS00303,0.7,0.28,1,1.0,0,0,1,1.0,1.0,1,1,1.0,0,0.32,1,1.0,1.0,0.66,1,1.0,0,0,0,1.0,0.6,1.0
NS00304,0.7,0.96,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,0.71,1,1.0,0,0,1,1.0,0,0.42,1,1.0,0.6,1.0
NS00305,1.0,0,1,0.5,1.0,0.99,1,1.0,0.7,0,1,1.0,1.0,0.25,1,1.0,1.0,0.59,1,0.5,1.0,0.75,1,0.5,0.4,1.0
NS00306,0.7,0.9,1,1.0,1.0,0.21,1,1.0,0,0,1,1.0,0.7,0.37,1,1.0,0.7,1.0,1,0.5,1.0,0,1,1.0,0.2,1.0
NS00307,1.0,0.92,0,1.0,0.7,1.0,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0,1,1,1.0,0.7,0.61,1,1.0,0.8,0.67
NS00308,0,0,1,1.0,0.7,0,1,1.0,0,0.94,1,0.5,0,1.0,1,1.0,1.0,0.42,1,1.0,0.7,1,1,1.0,0.6,1.0
NS00309,0,0.78,1,1.0,1.0,0.67,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,0.88,1,1.0,0.7,0.4,1,1.0,0.6,1.0
NS00310,1.0,0.98,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.7,0.25,1,0.5,0.7,0.99,1,1.0,0,0.78,0,1.0,0.6,1.0
