lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
LPB00297,0,0.72,1,0.5,1.0,0.91,1,1.0,0,0.43,1,0.5,0.7,0.88,1,1.0,0,0.64,1,1.0,1.0,0.74,1,1.0,0.54,0
LPB00298,0.7,0.37,1,1.0,0.7,0.7,1,1.0,0,0.43,1,0.5,0,0.57,1,1.0,0,0.54,1,1.0,0,0.43,1,1.0,0.37,1.0
LPB00299,0.7,1.0,1,1.0,0.7,1,1,1.0,0.7,0.94,1,1.0,1.0,0.97,1,1.0,0.7,0.99,1,1.0,0.7,1.0,1,1.0,0.49,1.0
LPB00303,1.0,0.83,1,1.0,0.7,0.83,1,1.0,1.0,0.94,1,1.0,0.7,0.59,1,1.0,0.7,0.84,1,1.0,0.7,0.88,1,1.0,0.29,1.0
LPB00304,1.0,1,1,1.0,1.0,0.88,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.63,1.0
LPB00305,0.7,1,1,1.0,0,0,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,0.83,1,1.0,0.7,1,1,1.0,0.6,0
LPB00307,1.0,0.72,1,1.0,0.7,0.18,1,1.0,0.7,0.76,1,1.0,0.7,0.7,1,0.5,0,0,1,1.0,1.0,0.84,1,1.0,0.7,1.0
LPB00308,0.7,0.84,1,1.0,0.7,0.86,1,1.0,1.0,0.85,1,1.0,1.0,0.84,1,1.0,1.0,0.84,1,1.0,0.7,0.81,1,1.0,0.32,1.0
LPB00309,0,0,1,1.0,0,0,1,1.0,0.7,0.43,1,1.0,1.0,0.7,1,1.0,0,0.51,1,1.0,1.0,0.94,1,1.0,0.66,1.0
LPB00314,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.7,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,0.36,1.0
LPB00315,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00316,1.0,1,1,1.0,1.0,0.93,1,1.0,0.7,1,1,1.0,1.0,0.99,1,1.0,0.7,1.0,1,1.0,0.7,1,1,1.0,0.61,1.0
LPB00318,0.7,0.66,1,1.0,0,0.38,1,1.0,1.0,0.52,1,0.5,0.7,0,1,1.0,0,0.37,1,1.0,1.0,0.9,1,1.0,0.52,1.0
LPB00320,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00321,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00322,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00323,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00324,1.0,1,1,1.0,0.7,0.91,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,0.5,1.0,1,1,1.0,0.69,1.0
LPB00326,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00327,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00329,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00330,1.0,0.55,1,1.0,0.7,0.89,1,1.0,0,0.32,1,0.5,0,0.33,1,1.0,0,0.56,1,1.0,0,0.36,1,1.0,0.79,1.0
LPB00331,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,1.0
LPB00333,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,0.68,1,0.5,1.0,1,1,1.0,0.7,1,1,1.0,0.61,1.0
LPB00334,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00337,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00338,1.0,0.54,1,1.0,0.7,0.86,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0.7,0.41,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00339,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00342,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00343,0,0.3,1,1.0,0.7,0.61,1,1.0,0,0.47,1,1.0,0,0.33,1,1.0,0,0.6,1,1.0,0,0.84,1,1.0,0.43,1.0
LPB00344,1.0,1,1,1.0,1.0,0.97,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.65,0.67
LPB00350,0.7,0.99,1,1.0,0,0.39,1,1.0,0.7,1,1,1.0,1.0,0.97,1,0.5,0,0,1,1.0,0,0.99,1,1.0,0.47,1.0
LPB00351,1.0,1,1,0.5,0,0.71,1,0.5,0,0.35,1,1.0,0.7,0.57,1,0.5,0.7,1,1,1.0,0,1,1,1.0,0.71,1.0
LPB00365,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00366,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00368,1.0,0.4,1,1.0,0,0.49,1,1.0,0.7,0.41,1,1.0,0.7,0.69,0,0.5,0.7,0.47,1,1.0,0.7,0.5,1,1.0,0.64,1.0
LPB00369,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00375,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.7,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,0.36,1.0
LPB00376,1.0,1,1,1.0,0.7,0.91,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,0.5,1.0,1,1,1.0,0.69,1.0
LPB00378,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.7,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,0.36,1.0
LPB00379,0,0.45,1,1.0,1.0,0.6,1,1.0,0.7,0.72,1,1.0,1.0,0.63,1,1.0,0.7,0.99,1,1.0,0,0.46,1,1.0,0.41,0.67
LPB00380,0.7,0.53,1,1.0,0.7,0.55,1,1.0,1.0,0.48,1,1.0,0.7,0.69,1,1.0,0.7,0.57,1,1.0,1.0,0.71,1,1.0,0.59,1.0
LPB00381,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.7,0.96,1,1.0,1.0,1,1,1.0,0.61,1.0
LPB00382,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00383,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00385,0.7,0.49,1,1.0,0,0.9,1,1.0,1.0,0.86,1,0.5,1.0,1,1,1.0,0,0.51,1,1.0,0.7,0.5,1,1.0,0.58,1.0
LPB00386,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.62,1.0
LPB00388,0.7,0.5,1,1.0,0,0.81,1,1.0,1.0,0.69,1,1.0,1.0,0.94,1,1.0,0,0.58,1,1.0,0,0.43,1,1.0,0.63,1.0
LPB00389,1.0,1.0,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.64,1.0
LPB00391,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00392,0.7,0.64,1,1.0,1.0,0.47,1,1.0,0.7,0.51,1,1.0,1.0,0.72,1,1.0,0.7,0.51,1,1.0,0.7,0.64,1,0.5,0.61,0.67
LPB00396,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00397,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00399,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00400,1.0,0.54,1,1.0,0.7,0.86,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0.7,0.41,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00401,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00402,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00404,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00405,0,0.45,1,1.0,0.7,0.9,1,1.0,0,0.52,1,1.0,0.7,0.53,1,1.0,0,0.81,1,1.0,0.7,0.62,1,1.0,0.71,1.0
LPB00406,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00409,0.7,0,1,1.0,0,0,1,1.0,1.0,0,1,1.0,0.7,0.12,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0.43,1.0
LPB00412,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00415,0.7,0.75,1,1.0,0,0.87,1,1.0,0,0.54,1,0.5,1.0,0.74,1,1.0,1.0,0.5,1,0.5,0.7,0.43,1,1.0,0.48,1.0
LPB00416,1.0,0.54,1,1.0,0.7,0.86,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0.7,0.41,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00419,1.0,0.75,1,1.0,0.7,1.0,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,1.0,0.84,1,1.0,1.0,0.94,1,1.0,0.45,1.0
LPB00420,1.0,0.99,1,1.0,1.0,0.93,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.4,1.0
LPB00421,1.0,0.92,1,1.0,1.0,0.17,1,1.0,0.7,0,1,1.0,1.0,0,1,0.5,0.7,0.96,1,1.0,0.7,0.97,1,1.0,0.13,1.0
LPB00422,0.7,1,1,1.0,1.0,0.99,1,1.0,0,0,1,1.0,1.0,0,1,1.0,1.0,0.98,1,1.0,1.0,1,1,1.0,0.33,1.0
LPB00423,0.7,1,1,1.0,1.0,0.8,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0.7,1.0,1,1.0,1.0,1,1,1.0,0.27,1.0
LPB00424,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00426,1.0,0.79,1,1.0,1.0,0.55,1,1.0,0.7,0.35,1,0.5,0,0.52,1,0.5,0,0.58,1,0.5,0,0.63,1,1.0,0.74,0.67
LPB00427,1.0,1,1,1.0,0.7,0.74,1,1.0,1.0,0,1,1.0,1.0,0.19,1,1.0,0.7,0.4,1,1.0,0.7,0.99,1,1.0,0.47,1.0
LPB00428,1.0,0.98,1,1.0,1.0,0.99,1,1.0,1.0,1.0,1,1.0,0.7,0,1,1.0,0,1,0,1.0,0.7,1,1,1.0,0.44,0.33
LPB00429,0.7,0.93,1,1.0,1.0,1,1,1.0,1.0,0.14,1,1.0,0.7,0.6,1,0.5,0,0.98,1,0.5,0.7,1,1,1.0,0.25,1.0
LPB00430,1.0,1,1,1.0,0.7,0.74,1,1.0,1.0,0,1,1.0,1.0,0.19,1,1.0,0.7,0.4,1,1.0,0.7,0.99,1,1.0,0.47,1.0
LPB00431,1.0,0.98,1,1.0,1.0,0.99,1,1.0,1.0,1.0,1,1.0,0.7,0,1,1.0,0,1,0,1.0,0.7,1,1,1.0,0.44,0.33
LPB00432,0.7,0.93,1,1.0,1.0,1,1,1.0,1.0,0.14,1,1.0,0.7,0.6,1,0.5,0,0.98,1,0.5,0.7,1,1,1.0,0.25,1.0
LPB00435,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00436,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00437,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00440,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00442,0.7,0.62,1,1.0,0,0.09,1,0.5,0,0.34,1,0.5,1.0,0.74,1,1.0,0,0,1,1.0,0.7,0.43,1,1.0,0.34,1.0
LPB00443,1.0,1,1,1.0,0.7,0.59,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.56,0
LPB00444,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.56,0
LPB00445,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00446,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.7,1,1,1.0,0.95,1.0
LPB00448,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00449,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00450,0,0.63,1,1.0,0,0.79,1,1.0,1.0,0.94,1,1.0,1.0,0.95,1,1.0,0.7,0.74,1,1.0,0,0.76,1,1.0,0.66,1.0
LPB00456,0.7,0.46,1,1.0,0,0.73,1,1.0,0.7,0.48,1,1.0,1.0,0.95,1,1.0,0.7,0.82,1,1.0,1.0,0.95,1,1.0,0.6,1.0
LPB00461,0.7,0.73,1,1.0,1.0,0.79,1,1.0,1.0,0.72,1,1.0,0.7,0.32,1,1.0,0.7,0.62,1,1.0,1.0,0.83,1,1.0,0.57,1.0
LPB00464,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00465,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00466,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,1.0
LPB00467,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00471,0,0.69,1,1.0,1.0,0,1,1.0,0.7,0.54,1,1.0,0.7,0.41,1,1.0,1.0,0.68,1,1.0,0.7,0.36,1,1.0,0.8,0
LPB00472,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00473,1.0,1,1,1.0,1.0,0.64,1,1.0,1.0,0.94,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.7,1,1,1.0,0.96,1.0
LPB00474,1.0,0.9,1,1.0,0.7,0.85,1,1.0,1.0,0.85,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.59,1.0
LPB00476,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00477,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00478,0.7,0.89,1,1.0,0.7,0.86,1,1.0,0.7,0.91,1,1.0,0.7,0.76,1,1.0,0.7,0.94,1,1.0,1.0,0.85,1,1.0,0.5,1.0
LPB00480,1.0,0.95,1,1.0,0.7,0.66,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0.89,1,1.0,0.7,0.68,1,1.0,0.69,1.0
LPB00481,0.7,0.54,1,1.0,1.0,1,1,1.0,1.0,0.81,1,1.0,1.0,0.61,1,1.0,1.0,0.93,1,1.0,0.7,0.68,1,1.0,0.44,0
LPB00482,1.0,0.54,1,1.0,0.7,0.86,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0.7,0.41,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00485,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00486,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00487,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1.0,1,1.0,0.45,1.0
LPB00488,1.0,0.77,1,1.0,1.0,1.0,1,1.0,1.0,0.95,1,1.0,1.0,0.77,1,1.0,0.7,0.95,1,1.0,1.0,0.8,1,1.0,0.47,1.0
LPB00489,1.0,1,1,1.0,1.0,0.71,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.58,1.0
LPB00492,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00493,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.7,1,1,1.0,0.95,1.0
LPB00495,1.0,0.95,1,1.0,0,0,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0,0.32,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00496,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00497,0,0.39,1,1.0,0,0.52,1,1.0,0.7,0.41,1,1.0,1.0,0.81,1,0.5,1.0,0.9,1,1.0,1.0,0.81,1,1.0,0.53,1.0
LPB00498,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00499,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00501,0.7,0.39,1,1.0,0.7,0.85,1,1.0,0,0.71,1,1.0,0.7,0.61,1,0.5,0.7,0.15,1,1.0,0,0.42,1,1.0,0.56,1.0
LPB00502,0.7,0.43,1,1.0,0,0.95,1,0.5,0,0.36,1,1.0,1.0,0.86,1,1.0,0.7,0.91,1,1.0,0.7,0.82,1,1.0,0.66,1.0
LPB00503,1.0,0.54,1,1.0,0.7,0.86,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0.7,0.41,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00508,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00509,0,0.39,1,1.0,0,0.52,1,1.0,0.7,0.41,1,1.0,1.0,0.81,1,0.5,1.0,0.9,1,1.0,1.0,0.81,1,1.0,0.53,1.0
LPB00510,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00511,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00512,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00517,1.0,0.9,1,1.0,0,0,1,1.0,0.7,0.61,1,0.5,0.7,0.66,1,1.0,0,0.55,1,1.0,0.7,0.96,1,1.0,0.56,0.67
LPB00520,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.57,0.67
LPB00522,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00524,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00525,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.52,1.0
LPB00526,1.0,0.76,1,1.0,0.7,0.93,1,1.0,1.0,0.55,1,1.0,1.0,0.65,1,1.0,1.0,0.73,1,1.0,0.7,0.78,1,1.0,0.7,1.0
LPB00529,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00531,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00536,0.7,0.37,1,1.0,0.7,0.7,1,1.0,0,0.43,1,0.5,0,0.57,1,1.0,0,0.54,1,1.0,0,0.43,1,1.0,0.37,1.0
LPB00541,0.7,0.99,1,1.0,0,0.39,1,1.0,0.7,1,1,1.0,1.0,0.97,1,0.5,0,0,1,1.0,0,0.99,1,1.0,0.47,1.0
LPB00542,0.7,0.66,1,1.0,0,0.38,1,1.0,1.0,0.52,1,0.5,0.7,0,1,1.0,0,0.37,1,1.0,1.0,0.9,1,1.0,0.52,1.0
LPB00543,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00546,1.0,1,1,1.0,0.7,0.92,1,1.0,0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.57,1.0
LPB00547,0,0.68,1,0.5,1.0,0.53,1,1.0,0,0.71,1,1.0,0.7,0.66,1,0.5,0.7,0.67,1,1.0,0,0.42,1,1.0,0.6,1.0
LPB00550,0,0.41,1,1.0,0,0.36,1,1.0,0.7,0.48,1,1.0,0,0,1,0.5,0.7,1,1,1.0,0,0.71,1,1.0,0.52,0.67
LPB00552,0.7,0.46,1,1.0,0,0.73,1,1.0,0.7,0.48,1,1.0,1.0,0.95,1,1.0,0.7,0.82,1,1.0,1.0,0.95,1,1.0,0.6,1.0
LPB00553,0,0.72,1,0.5,1.0,0.91,1,1.0,0,0.43,1,0.5,0.7,0.88,1,1.0,0,0.64,1,1.0,1.0,0.74,1,1.0,0.54,0
LPB00555,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00557,0.7,0.37,1,1.0,0.7,0.7,1,1.0,0,0.43,1,0.5,0,0.57,1,1.0,0,0.54,1,1.0,0,0.43,1,1.0,0.37,1.0
LPB00560,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00564,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00565,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0.87,1,1.0,1.0,0.92,1,1.0,1.0,0.79,1,1.0,0.7,1,1,1.0,0.57,0
LPB00566,1.0,0.86,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0.55,1,0.5,0,0.73,1,0.5,1.0,0.82,1,1.0,0.61,0
LPB00567,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,0.5,1.0,1.0,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.44,1.0
LPB00575,1.0,1,1,1.0,1.0,0.9,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.7,1.0,1,1.0,1.0,1,1,1.0,0.58,1.0
