lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
NS00166,1.7,0,1.0,1,1.78,0.96,1.0,2,1.7,1,1.0,2,1,0.65,1.0,2,2,0.93,1.0,2,1,0.44,1.0,2,3,1.0
NS00167,0.54,0,1.0,2,0,0,1.0,2,1,0,0.5,2,2,0.67,1.0,2,1.99,0.88,1.0,2,2,0.5,1.0,2,3,0.5
NS00168,1.7,0,1.0,1,2,0.88,1.0,2,1.74,1.0,1.0,2,1,0,1.0,2,1,0.77,1.0,2,1,1.0,1.0,2,2,1.0
NS00169,1,0,1.0,1,1.9,0.98,1.0,2,1.92,1,1.0,2,1,0,0.5,2,1.78,0.91,1.0,2,0.43,0.64,1.0,2,3,1.0
NS00170,1,0.99,1.0,2,1,0,1.0,2,2,0.99,1.0,2,1,0,0.5,1,0,0,1.0,2,2,0.97,1.0,2,3,1.0
NS00171,2,0.97,1.0,2,1.7,0,1.0,2,1.88,0.15,1.0,2,1.77,0.99,1.0,2,1,0,1.0,2,1.88,1.0,1.0,1,3,0.5
NS00172,1,0,0.5,2,2,0.9,1.0,2,1,0.83,1.0,2,1,0,0.5,2,1.9,0.91,1.0,1,0.62,0.07,1.0,2,2,0.5
NS00173,1,0,1.0,2,1,0,1.0,1,1,0,1.0,2,1.93,0.91,1.0,2,1,0.96,1.0,2,1,0.62,1.0,2,1,1.0
NS00174,1.7,0,1.0,2,0.62,0.08,1.0,2,2,1,1.0,2,2,1.0,1.0,2,0.67,0,1.0,2,2,1,1.0,2,2,1.0
NS00175,2,0.04,1.0,2,0.66,1,1.0,2,0.6,0,1.0,2,1.86,0.35,1.0,2,2,0,1.0,2,1,0.91,0.5,2,2,1.0
NS00176,1,0,1.0,1,0.43,0,1.0,1,1,0.9,1.0,2,1.78,0,1.0,2,1.7,0.62,0.5,2,0.43,1.0,1.0,2,3,1.0
NS00177,0.49,0,1.0,2,1,1,1.0,2,1,0,1.0,2,0.43,0.91,1.0,2,1.9,1.0,1.0,2,1.99,0.94,1.0,2,2,1.0
NS00178,0,0,1.0,2,0.5,0.39,1.0,2,1,0,1.0,2,1,0.5,1.0,2,2,0.97,0.5,2,1,0.98,0.5,2,2,1.0
NS00179,0.27,0,1.0,2,2,0,1.0,2,1,0.72,1.0,2,0.27,0,1.0,2,0.19,0,1.0,2,0.43,0.97,1.0,2,1,0
NS00180,1.86,0,1.0,2,1,1.0,1.0,2,0.38,0,1.0,2,1,0,1.0,2,2,0.7,1.0,1,1,1.0,1.0,2,2,0.5
NS00181,2,0.99,1.0,2,0.66,1.0,1.0,1,1,0.15,1.0,2,0.57,0.63,1.0,2,2,0.92,1.0,2,1.86,0,1.0,2,1,0.5
NS00182,1,0.99,1.0,2,1.92,0.68,1.0,2,0.66,0.93,1.0,2,1,0,0.5,2,1,0.79,1.0,2,1.9,0.62,1.0,2,2,1.0
NS00183,0.21,0.33,1.0,2,2,0.85,1.0,2,1,0,1.0,2,1,0,1.0,2,1,1.0,1.0,2,1,0.98,0.5,2,2,0
NS00184,1.92,0.9,1.0,2,1,0.92,1.0,1,2,0,1.0,2,0.62,0.98,1.0,2,1,0.73,0.5,2,2,0.94,1.0,2,1,0.5
NS00185,1,0.85,1.0,2,1.7,0,1.0,2,2,0,1.0,2,1,0,1.0,2,2,0.94,1.0,2,1,0,1.0,2,3,1.0
NS00186,1,0.55,0.5,2,1,1.0,1.0,1,2,0.83,1.0,2,1,0,1.0,1,2,1,1.0,2,1,0.65,1.0,2,1,1.0
NS00187,0.66,1,1.0,2,1,1,1.0,1,1.9,0.73,1.0,2,1,0,1.0,2,1.99,0.94,1.0,1,2,0,1.0,1,4,1.0
NS00188,0.62,0,1.0,2,0.66,1,1.0,2,1.7,1,1.0,2,0.54,0,1.0,2,2,0.03,1.0,2,0.62,0,1.0,1,4,1.0
NS00189,0.6,0,1.0,2,1,1.0,1.0,2,0.66,0.53,1.0,1,1.84,1,1.0,2,2,0.89,1.0,2,1,0.17,1.0,2,4,1.0
NS00190,2,1,1.0,2,1,0.98,0.5,2,1,0,1.0,2,1,0,1.0,2,0.49,0,1.0,2,1.92,0.77,1.0,2,2,1.0
NS00191,1.74,0.12,1.0,2,1,0,1.0,2,1,0,1.0,2,1.7,0.53,1.0,2,1.88,1,1.0,2,1,0.81,1.0,1,2,1.0
NS00192,1,0,1.0,2,1,1,1.0,1,1,0.94,1.0,1,1,0,0.5,2,2,0.27,0.5,2,0.55,0,1.0,2,2,1.0
NS00193,1,0,1.0,1,1,1,1.0,2,0.57,0.83,1.0,2,0,0,1.0,2,1,0,1.0,2,2,0.97,1.0,2,2,0.5
NS00194,1.81,0.38,1.0,2,1.86,0,1.0,2,1.74,0.97,1.0,2,2,0.53,1.0,1,0.5,0,1.0,1,1,0.97,1.0,2,3,1.0
NS00195,1,0.22,1.0,2,1.99,1.0,1.0,2,1.81,1,0.5,2,0.67,0.92,1.0,2,1.77,0,1.0,2,1,0.48,0.5,2,3,1.0
NS00196,1,0,1.0,2,1.99,1,1.0,1,0.57,1,1.0,2,1.86,0.73,1.0,2,1,1,1.0,2,1,0.99,1.0,2,3,1.0
NS00197,1,0.76,1.0,2,0.57,0.32,1.0,2,1,0,0.5,2,1.86,0.92,1.0,2,0.38,0,1.0,2,1.78,0.41,1.0,2,1,1.0
NS00198,0.66,0.98,1.0,2,1.86,0.09,1.0,2,1,0,0.5,2,2,1.0,1.0,1,1,0,1.0,2,1,0,1.0,2,3,1.0
NS00199,1,0,1.0,2,1,1,1.0,2,1,0,1.0,2,0.6,0.53,1.0,1,1.92,0.68,1.0,2,1,0,1.0,2,1,1.0
NS00200,1.92,0.53,1.0,2,1,0.54,1.0,2,1,0.18,1.0,2,1,0,0.5,2,2,0.28,1.0,2,1.9,0.74,1.0,1,3,1.0
NS00201,1,1.0,1.0,1,2,0.47,1.0,2,0.1,0,1.0,1,1.99,0,1.0,2,1,0,0.5,2,1.92,0.33,1.0,2,2,1.0
NS00202,2,0.94,1.0,2,1,0.24,1.0,2,1,0,0.5,2,1,0,1.0,2,1.92,0.82,1.0,2,1.92,0.76,1.0,2,5,1.0
NS00203,1.9,1,1.0,2,0.43,0,1.0,2,1.93,1,1.0,2,2,0.53,1.0,2,1,1.0,1.0,2,1.9,0.84,1.0,2,2,1.0
NS00204,1.86,0,0.5,2,1.7,0.6,1.0,2,2,0.77,1.0,2,2,0.97,1.0,2,0.67,0,1.0,2,1.7,0.7,1.0,2,2,1.0
NS00205,2,0.21,1.0,2,1,0.97,1.0,2,1,0,0.5,2,1.86,0.82,1.0,2,2,0,1.0,2,0.27,0,1.0,2,3,1.0
NS00206,1.74,0.08,1.0,2,2,0.93,1.0,2,1,0.7,1.0,2,1,0,1.0,2,1,0.96,1.0,2,2,0.83,1.0,2,3,1.0
NS00207,1,0.98,1.0,2,0.6,0,1.0,2,1,0,1.0,1,1,0,1.0,1,1.78,1,1.0,2,2,0,1.0,2,4,1.0
NS00208,1,0.54,1.0,2,1.9,1.0,1.0,2,1,0,0.5,2,1,0,0.5,2,2,0.87,1.0,2,1,1,1.0,2,2,1.0
NS00209,1,0,1.0,2,1.99,0.97,1.0,2,0.49,0,1.0,2,1.88,0.22,1.0,2,1,0,1.0,2,1,0,1.0,2,2,0
NS00210,1,0,1.0,2,1,0,1.0,1,1,0,1.0,2,2,0.95,1.0,2,1,0.52,1.0,2,0.43,0,1.0,2,2,1.0
NS00211,1,0,1.0,2,1,0,1.0,1,1.74,1,1.0,2,1.99,0.23,1.0,1,1.74,0.22,1.0,2,1,0,1.0,2,3,1.0
NS00212,1,0,0.5,2,1,0.73,1.0,2,1,0,1.0,2,1.99,0,1.0,2,0.62,0.36,1.0,2,1,0.24,1.0,2,0,1.0
NS00213,1,0.75,1.0,2,1,0.88,1.0,2,1,0,1.0,2,1,0,1.0,1,1,0,1.0,2,1,0.9,1.0,2,4,1.0
NS00214,1,0.17,1.0,1,1.9,0.99,1.0,2,1,0,0.5,2,1.86,0.5,1.0,1,1,1,1.0,1,1,0,1.0,2,3,1.0
NS00215,1.84,0,1.0,2,1.7,0,1.0,2,0.43,0,1.0,2,1,0,0.5,2,2,0,1.0,2,0.67,0,1.0,2,3,0
NS00216,0.66,1,1.0,2,0.24,0,1.0,2,1,0,1.0,2,2,0.9,1.0,2,1,1,1.0,2,2,1.0,1.0,1,2,0
NS00217,1.7,0.6,1.0,2,2,0.99,1.0,2,1,0.34,1.0,2,1,0,1.0,2,2,0.93,1.0,2,1.9,1,1.0,2,2,1.0
NS00218,0.36,0,0.5,2,1.84,0,1.0,1,1,0,1.0,2,2,0.99,0.5,2,1.77,0,1.0,2,1,1,1.0,2,3,1.0
NS00219,1.77,0,1.0,2,1,0.74,0.5,2,1,0.91,1.0,2,1.84,0.93,1.0,2,1,0.06,1.0,2,1,0.64,0.5,2,2,1.0
NS00220,0.37,0,1.0,2,0.66,1.0,1.0,2,1,1.0,1.0,2,2,0,1.0,2,1,0,0.5,2,0.6,0,1.0,2,0,1.0
NS00221,1,0.9,1.0,2,2,0.62,1.0,2,1,0,1.0,2,1.7,0.7,1.0,2,1.77,0,1.0,2,1,1.0,1.0,2,2,1.0
NS00222,2,0.51,0.5,2,1,0.6,0.5,1,1,0,0.5,2,1,0,1.0,2,0.6,0,1.0,2,1.74,0,1.0,2,2,0.5
NS00223,2,0.95,1.0,2,1.9,0.95,1.0,2,2,0.76,1.0,1,2,0,1.0,2,1,1.0,1.0,2,1,1.0,1.0,2,4,0.5
NS00224,1,1.0,1.0,2,0.54,0,1.0,2,1,0,0.5,2,1,0,1.0,2,1,0.61,1.0,2,0.27,0,1.0,1,1,0.5
NS00225,1,0.92,1.0,1,1.86,0,1.0,1,1.92,0.65,1.0,2,1,0,1.0,2,1,1,1.0,2,1.92,0.72,0.5,2,3,1.0
NS00226,1,1,1.0,1,0.24,0,1.0,2,1,0,1.0,2,1,0.99,1.0,2,1.78,1,1.0,2,0,0,1.0,1,3,1.0
NS00227,0.1,0,1.0,2,1,0.79,1.0,2,1,0.76,1.0,2,0.43,0.53,1.0,2,0.6,0,1.0,2,0.43,0,1.0,1,2,1.0
NS00228,1,0,0.5,2,1,0,0.5,2,1,0,1.0,1,0.67,0.9,1.0,2,1.7,0,1.0,2,1,0.82,1.0,1,3,0.5
NS00229,2,0.75,1.0,2,2,0.77,1.0,2,1,0,0.5,1,1,0,1.0,1,1,0,1.0,2,1,0,0.5,2,3,1.0
NS00230,1.99,1,1.0,2,1,0,1.0,2,1.92,1.0,1.0,2,2,0.72,0.5,1,0.43,0.08,1.0,2,1,0.95,0.5,1,2,1.0
NS00231,1.77,0,1.0,1,1,0,1.0,2,1.84,1,1.0,2,1.88,0,0.5,2,0.6,0,1.0,2,1,0.39,1.0,2,1,1.0
NS00232,0.55,0,1.0,2,1.93,0,1.0,2,1,0,1.0,1,1,0,0.5,2,1,1.0,1.0,2,1,0,0,2,3,1.0
NS00233,1,1,1.0,2,1,0.58,0.5,2,1,0,1.0,2,1,0,1.0,2,0.43,0,1.0,2,1.88,0.95,1.0,2,2,0
NS00234,1,0,0.5,2,1,1,1.0,2,0.37,0,1.0,1,1,0,1.0,2,1,0,1.0,2,2,0,1.0,2,4,1.0
NS00235,2,0.74,1.0,2,0.43,0,1.0,2,1.93,0.86,1.0,2,1,0.98,1.0,1,1,0.8,0.5,2,2,0.94,1.0,2,2,0.5
NS00236,0.62,0,1.0,2,1,0.98,1.0,1,0.5,1,1.0,2,1,0.94,1.0,2,0.66,0.99,1.0,2,0.54,0,1.0,2,3,1.0
NS00237,1.99,0.6,1.0,2,2,0.74,1.0,2,2,0,1.0,2,1,0,1.0,2,1.99,0.9,1.0,2,0.6,0,1.0,2,2,0
NS00238,1.7,0,0.5,1,2,0.95,1.0,2,1.7,1,1.0,2,2,1,1.0,1,0.55,0,1.0,2,1,0.99,1.0,2,1,1.0
NS00239,1.9,0.99,1.0,2,1.78,1,1.0,2,1.7,0.2,1.0,2,0.5,1,1.0,2,0.32,0,1.0,2,1,0.8,1.0,2,2,0
NS00240,0.32,0,1.0,1,0.66,1.0,1.0,2,1,0,1.0,1,1,0.85,1.0,2,2,0.84,1.0,2,2,0.63,1.0,2,4,1.0
NS00241,1,0,0.5,2,1,0.59,0,2,1,0,1.0,2,1,0,1.0,2,1.93,0,1.0,2,1,0.43,1.0,2,1,1.0
NS00242,1.7,0.67,1.0,2,2,0.13,1.0,2,2,0.98,1.0,2,1,0,0.5,2,1,0.76,1.0,2,1.99,0.76,1.0,2,3,0
NS00243,0.14,0,1.0,2,0.66,1,1.0,2,1,0,1.0,2,1,0.8,1.0,2,1.9,1.0,1.0,1,1,0.71,0.5,2,2,1.0
NS00244,2,0.88,1.0,2,1.84,0,0.5,2,0.66,0.64,1.0,2,1,0.28,0.5,1,2,0.95,1.0,2,1,1.0,1.0,2,4,1.0
NS00245,1,0,1.0,2,2,0.07,1.0,2,1,0,1.0,2,1.92,0.82,1.0,2,2,0.56,0.5,2,2,0.66,1.0,2,2,1.0
NS00246,1,0.74,1.0,2,1.92,0.97,1.0,1,0.62,1,1.0,2,0.37,0.39,1.0,2,0.62,0.25,1.0,2,1,0.95,1.0,2,1,0
NS00247,2,1.0,1.0,2,1.92,0.19,0.5,2,0.5,1,1.0,2,0.43,0.71,1.0,2,0.5,0,1.0,2,1,1,1.0,2,4,1.0
NS00248,1.88,0.96,0.5,1,1,0.94,1.0,2,2,0,1.0,2,0.57,0.99,1.0,2,1,0.96,1.0,2,2,0,1.0,2,1,1.0
NS00249,1,0.14,1.0,2,1,0,1.0,2,1,0,1.0,2,2,0.97,1.0,2,2,0.58,1.0,2,0.5,0,1.0,2,2,1.0
NS00250,1,0,0.5,2,1.92,0.52,1.0,2,1.86,0.98,1.0,2,1,0,1.0,2,0.6,0,1.0,2,0.43,0,1.0,2,2,0
NS00251,1,0,1.0,2,1,0.49,1.0,2,1,0,0.5,2,1,0,0.5,2,1.81,0.38,1.0,2,1,0.93,1.0,2,4,0
NS00252,1,1,1.0,2,1,0.78,1.0,2,2,0,0.5,2,1,0,1.0,2,2,0.87,1.0,2,0.38,0,1.0,1,4,0
NS00253,1.7,0.03,1.0,2,1,0.51,0.5,2,1,0.99,1.0,2,1,0,1.0,1,1,0.51,1.0,2,1,0.71,1.0,2,2,0.5
NS00254,1.92,1.0,1.0,2,1.93,0,1.0,2,2,0.63,1.0,2,0.5,1,1.0,1,1.78,1.0,1.0,2,1,0.43,1.0,2,3,0.5
NS00255,1.88,1,1.0,2,0.43,0,1.0,2,1,0,0.5,2,1.9,1,1.0,2,1.9,0.94,1.0,2,0.66,0.9,1.0,2,3,1.0
NS00256,0.62,0.15,1.0,2,1.74,0,1.0,2,1,0.75,1.0,2,1,0.95,1.0,2,1,0.82,1.0,2,1.92,0.86,1.0,2,2,1.0
NS00257,0.15,0,1.0,2,2,0,1.0,1,0.5,0.94,1.0,2,1.78,0.66,1.0,2,2,0.92,1.0,2,1,0,1.0,2,2,1.0
NS00258,2,0,1.0,1,0.32,0,1.0,2,1.78,0.9,1.0,2,1,0,1.0,2,1,1,1.0,2,2,0,0.5,2,3,1.0
NS00259,0.66,1,1.0,2,1,0.98,1.0,2,0.6,0,1.0,2,1,0,0.5,2,1,0.76,1.0,2,2,0.1,1.0,2,3,1.0
NS00260,1.84,0.41,1.0,2,1,0.92,0.5,2,1,0,1.0,2,1.7,0.5,1.0,1,2,0,1.0,2,1.81,0.6,1.0,2,1,0.5
NS00261,1,0.79,1.0,2,1.88,0.98,1.0,2,1.88,0,1.0,2,1,0,1.0,2,0.54,0,1.0,2,0.43,0,1.0,2,2,1.0
NS00262,1,1.0,1.0,2,2,0.65,1.0,2,1.78,0.74,1.0,2,1,0.22,1.0,1,2,0.23,1.0,2,1,0,1.0,2,1,1.0
NS00263,1.86,0,1.0,2,1,1,1.0,2,1,0,1.0,2,1,0,0.5,2,1.86,0,1.0,2,1,0.39,1.0,1,4,1.0
NS00264,1,1,1.0,2,0.27,0,1.0,2,0.21,0.29,1.0,2,1,0.99,1.0,2,1.86,0,1.0,1,1,0.99,0.5,2,3,0
NS00265,1.7,0,1.0,2,1,0.64,1.0,1,1.88,0,1.0,2,2,0,1.0,2,0.55,0,1.0,1,0.5,0.68,1.0,2,2,1.0
NS00266,0.3,0,1.0,2,1,0,0.5,2,1.7,1,1.0,1,1,0.93,1.0,2,1,0.91,1.0,2,1,0,1.0,2,2,0.5
NS00267,2,1,1.0,2,1,0.26,1.0,1,0.62,1.0,1.0,2,1,0.41,0.5,2,2,0.71,1.0,1,0.43,0,1.0,2,2,0
NS00268,1.9,0.91,1.0,2,0.24,0,1.0,2,2,0,1.0,2,0.62,0.96,1.0,1,0.67,0,1.0,2,0.15,0,1.0,2,4,0.5
NS00269,0,0,1.0,2,0.43,0.19,1.0,2,1,0,1.0,2,1.86,0.86,1.0,2,1.7,0.95,1.0,1,1.92,0.93,0.5,2,4,1.0
NS00270,0.15,0,1.0,2,1,0.19,1.0,2,1.78,0,1.0,2,1,0.32,0.5,2,0.66,1,1.0,2,2,0.65,1.0,2,2,1.0
NS00271,2,0.46,0.5,2,2,1,1.0,2,1.93,1.0,1.0,2,2,0,1.0,2,1,0.62,1.0,2,0.62,0.19,1.0,2,4,1.0
NS00272,1.93,0,1.0,2,1.93,0,1.0,2,1,0,1.0,2,1,0.91,1.0,2,1,0.57,1.0,2,2,0.98,1.0,2,3,0
NS00273,2,0.92,1.0,1,2,0.44,1.0,1,1,0.94,1.0,1,1,0.74,1.0,2,2,1.0,1.0,2,0,0,1.0,2,2,1.0
NS00274,1,1,1.0,2,1.77,0,1.0,2,1.77,0.89,1.0,2,1,0.69,1.0,2,2,0.05,1.0,2,2,0.86,0,2,2,1.0
NS00275,2,0,1.0,2,1,0.74,1.0,2,1,0,1.0,2,2,0.97,1.0,2,1,0.51,0.5,2,1,0.9,1.0,2,3,0.5
NS00276,1,0.57,1.0,2,1.7,0,1.0,2,2,0.99,1.0,2,1,0.55,0.5,2,0.57,0.94,1.0,2,1,0,0.5,2,4,1.0
NS00277,2,0,1.0,2,2,1.0,1.0,2,1.88,0,1.0,2,0.66,0.66,1.0,2,1,0,0.5,2,1,0.56,1.0,2,0,0
NS00278,0.3,0,1.0,2,1.81,0.04,1.0,2,2,1,1.0,2,1,0,1.0,2,1,0,0.5,2,0.37,0,1.0,2,3,1.0
NS00279,1.99,1,1.0,2,1,1,1.0,2,1,0,1.0,2,2,1,1.0,2,2,0,1.0,2,1,0,1.0,2,4,1.0
NS00280,1,0.6,1.0,2,1,1.0,1.0,2,1,0,1.0,2,1,0.79,1.0,2,1.99,1,1.0,2,0.57,0.96,1.0,2,3,1.0
NS00281,1.81,0.64,1.0,2,1,1,1.0,2,1.9,0.83,1.0,2,1,0,1.0,2,2,0,1.0,2,2,0.54,1.0,2,4,0
NS00282,1,0.96,1.0,2,1.99,1,1.0,2,0.36,0.98,1.0,1,1,0,1.0,2,1,0,0.5,2,1,1,1.0,2,3,1.0
NS00283,2,1,1.0,2,0.62,0.48,1.0,2,0.62,0.71,1.0,2,2,0.99,1.0,2,1.93,0.47,1.0,2,0.57,0.44,1.0,1,3,0
NS00284,1,0,0.5,1,2,0.16,1.0,2,1,0,1.0,2,2,0,1.0,2,1.99,1.0,1.0,2,1,0.28,0.5,1,2,1.0
NS00285,1.78,1,1.0,2,1,1,1.0,2,1,0,1.0,2,1.84,1,1.0,2,1,0.44,1.0,2,1,1,0.5,2,2,1.0
NS00286,1.99,0.96,1.0,2,1,1,1.0,2,2,0.54,0.5,2,1,0.31,1.0,2,1.99,1,1.0,2,0.37,0,1.0,2,2,1.0
NS00287,1,0.37,1.0,2,2,0.94,1.0,2,1,0,1.0,2,1.74,0.96,1.0,2,1.9,0.79,1.0,2,0.36,0,1.0,2,1,1.0
NS00288,2,0.91,1.0,2,1.9,0.9,1.0,2,1,0,1.0,2,1.88,0.02,1.0,2,0.5,0.03,1.0,1,1.77,0,1.0,2,2,1.0
NS00289,1.7,0.43,1.0,2,0.36,0.25,1.0,2,0.37,0,1.0,2,0.43,0.97,1.0,2,1.81,0.64,1.0,2,2,0.82,1.0,2,2,0.5
NS00290,1,0,0.5,2,1,0.79,1.0,2,1,0,1.0,2,1,0.53,1.0,2,2,0.42,1.0,2,1,0.78,1.0,2,3,1.0
NS00291,2,0,1.0,2,2,0.8,1.0,2,0.36,1,1.0,2,0.54,0,1.0,2,1,0.72,1.0,2,1,0,1.0,2,3,1.0
NS00292,0.6,0,1.0,2,1,0.86,1.0,2,1,0.52,1.0,2,1,0,0.5,2,1,0.98,1.0,1,1,0.76,1.0,2,3,1.0
NS00293,1.88,0.87,1.0,2,1.92,0.92,1.0,2,1,0,1.0,2,1,0,1.0,2,1.99,0.99,0.5,2,2,0.27,1.0,2,2,1.0
NS00294,0.27,0,1.0,2,1.99,0.97,1.0,1,2,0.87,1.0,2,1.88,0,1.0,2,0.67,0,1.0,2,1.9,1.0,1.0,1,2,0.5
NS00295,2,0.85,1.0,2,1.88,0.88,1.0,2,1.92,0.98,1.0,2,1.7,0.32,1.0,2,1.77,0,1.0,2,1,1.0,1.0,2,4,1.0
NS00296,1,0.5,1.0,2,0.66,1,1.0,2,1,0,0.5,2,1,0,1.0,2,1,1,1.0,2,2,0.9,1.0,2,3,1.0
NS00297,1,0.99,0.5,2,1,0.82,1.0,2,1,0,1.0,2,1,0,1.0,1,1,0,0.5,2,1,1,1.0,2,4,1.0
NS00298,1.88,0.99,1.0,2,1,0.97,1.0,2,0.27,0,1.0,2,1,1,1.0,2,1,0,1.0,2,0.43,0,1.0,2,3,1.0
NS00299,0.6,0,1.0,2,0.3,0,1.0,2,1,0,0.5,2,1,0,1.0,2,1,0,1.0,2,0.27,0,1.0,2,2,1.0
NS00300,0.62,0,1.0,1,2,1.0,1.0,2,1,0,1.0,2,1.78,0.51,1.0,2,0.57,0.82,1.0,2,1.74,0.11,1.0,2,3,1.0
NS00301,1,0.88,0.5,2,1,0.23,1.0,2,1,0,1.0,1,1,0,0.5,2,2,0.42,1.0,1,1.92,0.56,1.0,2,4,0.5
NS00302,0.43,1,1.0,1,2,0.59,1.0,2,1,0,1.0,2,1.92,1,1.0,1,1.88,1,1.0,2,1.9,1,1.0,2,3,1.0
NS00303,2,0.74,1.0,2,2,0,1.0,2,0.43,1.0,1.0,2,0.62,1,1.0,1,1,0.86,1.0,2,2,0.5,1.0,2,3,1.0
NS00304,2,1,1.0,2,0.36,0.16,1.0,2,0.05,0,1.0,1,2,1,1.0,2,1,0,0.5,2,1,1,1.0,2,2,0.5
NS00305,2,0.95,1.0,1,1.99,0.75,1.0,2,0.6,0.73,1.0,2,1,0,1.0,2,2,0.98,1.0,2,0.57,0.2,1.0,2,1,1.0
NS00306,1.86,0,1.0,2,2,0.74,1.0,1,1,0,1.0,2,0.55,0.46,1.0,2,1,0.6,0.5,2,2,0.32,1.0,2,4,1.0
NS00307,2,1,1.0,2,1.74,0.11,1.0,2,1,0,1.0,1,1,0,1.0,2,1.9,0.74,1.0,2,0.62,0.46,1.0,2,1,1.0
NS00308,1,0.95,1.0,2,0.55,0,1.0,2,1,0,1.0,1,2,0.04,1.0,2,1,0,1.0,2,2,0.99,1.0,1,3,1.0
NS00309,1,0,1.0,2,2,0.84,1.0,2,0.62,1,1.0,2,2,0,1.0,2,1,0.97,1.0,2,1,1,0.5,2,2,1.0
NS00310,1.92,0.01,1.0,2,1,0.96,1.0,2,1.81,0.97,1.0,2,1.81,1,1.0,2,1,1,0.5,2,0.43,0,1.0,2,3,0.5
NS00311,1,0.97,0.5,2,1,0,0.5,1,0.54,0,1.0,1,2,0.79,1.0,2,0.6,0,1.0,2,1.86,0,1.0,2,0,0.5
NS00312,0.6,0,1.0,2,1,1,1.0,2,1.81,1,1.0,2,0.38,0,1.0,1,1,0.69,1.0,2,2,0.98,1.0,2,2,1.0
NS00313,2,0.35,1.0,2,1,0.43,1.0,2,1,0,1.0,2,2,0.78,1.0,2,1.74,0.17,0.5,2,1,0,0.5,2,3,0
NS00314,2,0.91,1.0,2,2,0.1,1.0,2,1.99,0,1.0,2,0.55,0.53,1.0,2,1,0,1.0,2,1.86,0,1.0,2,3,0
NS00315,1,0,1.0,2,1,0.2,1.0,2,1.7,0.7,1.0,2,0.67,0.77,1.0,2,1,1,1.0,1,0.22,0,1.0,2,3,1.0
NS00316,2,0.9,1.0,2,1.81,0.37,1.0,2,2,0.77,1.0,1,1,0.43,0.5,1,1,0.9,1.0,2,1,0.98,1.0,2,3,0.5
NS00317,1,0.15,1.0,1,1.81,0.75,1.0,2,1.88,0,1.0,2,1.77,0.96,1.0,2,0.14,0,1.0,2,2,1,1.0,2,3,0.5
NS00318,1.77,0,1.0,2,1,0.64,0,2,1,0,0.5,2,2,1,1.0,2,0.14,0,1.0,2,1.86,0,1.0,2,2,1.0
NS00319,1,0,1.0,2,1,0.76,1.0,2,1,0.99,1.0,2,0.67,0.46,1.0,1,0.55,0,1.0,1,1,0.88,0.5,2,1,1.0
NS00320,1.7,0.65,1.0,2,2,0,0.5,2,1,0.96,1.0,2,1,0,1.0,1,1,0.96,0.5,2,1,0,1.0,2,1,1.0
NS00321,1.93,0.06,1.0,2,1,0,0.5,2,1.93,1.0,1.0,2,2,0.78,1.0,2,1.92,0.44,1.0,1,1,0,1.0,2,3,1.0
NS00322,0.57,1,1.0,2,0.1,0,1.0,2,1.7,1.0,1.0,2,0.62,1.0,1.0,2,1,1,1.0,2,1.7,1,0.5,2,2,1.0
NS00323,1,0,1.0,2,1.88,1,1.0,2,0.67,0.52,1.0,1,1,0,1.0,2,1,0,0.5,2,1,0.95,1.0,2,4,1.0
NS00324,0.57,0.73,1.0,2,1,0.92,1.0,2,1,0.38,1.0,2,1,0,1.0,2,1.86,0,1.0,2,1,0,1.0,2,3,0
NS00325,1,0.71,0.5,2,1.88,1,1.0,2,1,0,1.0,2,1,0,1.0,1,1.88,0.85,1.0,2,1,0.76,1.0,2,2,1.0
NS00326,1,0.5,1.0,1,0.6,0,1.0,2,2,1,1.0,2,0.54,0,1.0,2,0.32,0,1.0,2,1.84,0.06,1.0,2,3,1.0
NS00327,2,0.7,1.0,2,1.81,0.86,1.0,2,0.6,0.86,1.0,2,2,0.94,1.0,2,0.22,0,0.5,1,1,0.99,1.0,2,3,1.0
NS00328,0.43,0.08,1.0,2,1,0,1.0,2,1,1.0,1.0,2,2,0.97,1.0,2,1,0.82,1.0,2,1,1,0.5,2,1,1.0
NS00329,1,0.47,0.5,2,1,0.96,1.0,2,2,0.98,1.0,2,1,0,0,1,1.88,0.9,1.0,1,1,0.16,1.0,2,3,1.0
NS00330,0.67,0,1.0,2,1,0.88,0.5,2,1,1,1.0,2,1,0,0,2,1,0.98,1.0,1,1,0,1.0,2,1,0.5
NS00331,1,0.99,1.0,2,1,0,1.0,2,0.5,0.98,1.0,2,1,0,1.0,2,1,0,0.5,2,1.99,0.94,1.0,2,2,1.0
NS00332,0.5,0.06,1.0,1,0.36,0,1.0,2,2,0,1.0,2,1,0.84,1.0,2,2,0.3,1.0,1,1.86,0,1.0,2,1,0.5
NS00333,1.9,0.72,1.0,2,1,0,1.0,2,1,0.86,1.0,2,2,0,1.0,2,1,1,1.0,2,1.86,0,1.0,2,1,1.0
